Date,Model,Revenue,Quantity Sold,Region,Country,Channel,Engine Type,Cost,Payment Method,Gross Revenue,Total Cost,Net Profit,Percentage of Net Profit
2020-03-03 00:00:00,BMW M5,109048,4,South America,Peru,Dealership,Gasoline,50000,Cash,436192,200000,236192,216.5945272
2020-03-03 00:00:00,BMW X1,85387,2,North America,Mexico,Wholesale,Gasoline,40000,Bank Transfer,170774,80000,90774,106.3089229
2020-03-03 00:00:00,BMW M3,55939,5,Asia,Thailand,Dealership,Gasoline,44627,Cash,279695,223135,56560,101.1101378
2020-03-04 00:00:00,BMW iX3,51788,3,Asia,Japan,Dealership,Gasoline,45000,Cash,155364,135000,20364,39.32185062
2020-03-05 00:00:00,BMW M3,108488,1,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,108488,49021.98364,59466.01636,54.81345067
2020-03-06 00:00:00,BMW 6 Series,47206,1,Europe,France,Wholesale,Hybrid,49021.98364,Bank Transfer,47206,49021.98364,-1815.98364,-3.846933949
2020-03-06 00:00:00,BMW iX,118022,3,Africa,Morocco,Wholesale,Gasoline,37000,Bank Transfer,354066,111000,243066,205.9497382
2020-03-07 00:00:00,BMW 2 Series,76123,1,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,76123,49021.98364,27101.01636,35.60161365
2020-03-07 00:00:00,BMW M8,56654,3,Europe,United Kingdom,Wholesale,Gasoline,49021.98364,Bank Transfer,169962,147065.9509,22896.04908,40.41382617
2020-03-07 00:00:00,BMW i3,65391,4,Africa,South Africa,Wholesale,Electric,45000,Bank Transfer,261564,180000,81564,124.7327614
2020-03-09 00:00:00,BMW iX3,103292,3,Africa,Egypt,Wholesale,Gasoline,57570,Bank Transfer,309876,172710,137166,132.7944081
2020-03-09 00:00:00,BMW 7 Series,119086,1,Asia,China,Dealership,Gasoline,42000,Cash,119086,42000,77086,64.73137061
2020-03-09 00:00:00,BMW 8 Series,54486,4,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,217944,196087.9346,21856.06544,40.11317667
2020-03-09 00:00:00,BMW 5 Series,82545,3,Asia,India,Wholesale,Gasoline,37000,Bank Transfer,247635,111000,136635,165.5278939
2020-03-10 00:00:00,BMW M4,81516,3,South America,Colombia,Dealership,Gasoline,70000,Cash,244548,210000,34548,42.38186368
2020-03-10 00:00:00,BMW 2 Series,89424,4,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,357696,196087.9346,161608.0654,180.7211324
2020-03-12 00:00:00,BMW 8 Series,34015,2,Asia,China,Dealership,Gasoline,49021.98364,Cash,68030,98043.96728,-30013.96728,-88.23744607
2020-03-13 00:00:00,BMW 6 Series,48059,1,South America,Brazil,Dealership,Hybrid,49021.98364,Cash,48059,49021.98364,-962.98364,-2.00375297
2020-03-13 00:00:00,BMW X7,65502,2,Africa,Egypt,Dealership,Gasoline,35000,Cash,131004,70000,61004,93.13303411
2020-03-13 00:00:00,BMW X4,64758,4,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,259032,196087.9346,62944.06544,97.19890275
2020-03-14 00:00:00,BMW X7,108755,4,Africa,Nigeria,Wholesale,Gasoline,70000,Bank Transfer,435020,280000,155020,142.5405728
2020-03-14 00:00:00,BMW 8 Series,90217,5,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,451085,245109.9182,205975.0818,228.3107195
2020-03-15 00:00:00,BMW i8,39212,5,South America,Brazil,Dealership,Gasoline,55000,Cash,196060,275000,-78940,-201.3159237
2020-03-15 00:00:00,BMW 6 Series,66380,4,Africa,Morocco,Dealership,Hybrid,49021.98364,Cash,265520,196087.9346,69432.06544,104.597869
2020-03-15 00:00:00,BMW X1,119439,5,Europe,Italy,Wholesale,Gasoline,50000,Bank Transfer,597195,250000,347195,290.6881337
2020-03-16 00:00:00,BMW M2,54204,3,North America,Mexico,Wholesale,Gasoline,45000,Bank Transfer,162612,135000,27612,50.94088997
2020-03-16 00:00:00,BMW M5,45770,2,Europe,United Kingdom,Wholesale,Gasoline,42000,Bank Transfer,91540,84000,7540,16.47367271
2020-03-16 00:00:00,BMW 2 Series,110221,4,Africa,Kenya,Dealership,Gasoline,49021.98364,Cash,440884,196087.9346,244796.0654,222.0956673
2020-03-16 00:00:00,BMW 3 Series,86035,3,South America,Colombia,Dealership,Gasoline,49021.98364,Cash,258105,147065.9509,111039.0491,129.0626479
2020-03-17 00:00:00,BMW M2,106610,1,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,106610,49021.98364,57588.01636,54.01746211
2020-03-18 00:00:00,BMW X4,43543,1,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,43543,49021.98364,-5478.98364,-12.58292639
2020-03-18 00:00:00,BMW 1 Series,78754,5,South America,Colombia,Wholesale,Gasoline,37000,Bank Transfer,393770,185000,208770,265.0912969
2020-03-18 00:00:00,BMW M2,72536,5,South America,Colombia,Dealership,Gasoline,49021.98364,Cash,362680,245109.9182,117570.0818,162.0851464
2020-03-19 00:00:00,BMW M3,89502,3,North America,Mexico,Dealership,Gasoline,55000,Cash,268506,165000,103506,115.6465777
2020-03-19 00:00:00,BMW M4,39415,1,Asia,South Korea,Dealership,Gasoline,49021.98364,Cash,39415,49021.98364,-9606.98364,-24.37392779
2020-03-19 00:00:00,BMW M2,78436,4,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,313744,196087.9346,117656.0654,150.0026333
2020-03-19 00:00:00,BMW X1,57563,2,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,115126,98043.96728,17082.03272,29.67536911
2020-03-19 00:00:00,BMW iX,51663,5,Asia,Thailand,Wholesale,Gasoline,42000,Bank Transfer,258315,210000,48315,93.5195401
2020-03-21 00:00:00,BMW M3,97933,3,Europe,Italy,Wholesale,Gasoline,49021.98364,Bank Transfer,293799,147065.9509,146733.0491,149.8300359
2020-03-21 00:00:00,BMW 6 Series,64024,5,Africa,Egypt,Wholesale,Hybrid,49021.98364,Bank Transfer,320120,245109.9182,75010.0818,117.1593181
2020-03-21 00:00:00,BMW X3,89850,3,Africa,Kenya,Wholesale,Hybrid,49021.98364,Bank Transfer,269550,147065.9509,122484.0491,136.3205888
2020-03-21 00:00:00,BMW iX,118421,1,North America,Canada,Dealership,Gasoline,50000,Cash,118421,50000,68421,57.77775901
2020-03-21 00:00:00,BMW iX3,57011,5,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,285055,245109.9182,39945.0818,70.06556945
2020-03-21 00:00:00,BMW M4,100486,3,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,301458,147065.9509,154392.0491,153.6453328
2020-03-22 00:00:00,BMW i3,88956,3,Europe,United Kingdom,Dealership,Electric,49021.98364,Cash,266868,147065.9509,119802.0491,134.6756251
2020-03-22 00:00:00,BMW M3,67133,5,Europe,Italy,Wholesale,Gasoline,40000,Bank Transfer,335665,200000,135665,202.083923
2020-03-22 00:00:00,BMW X2,51310,2,North America,United States,Dealership,Gasoline,49021.98364,Cash,102620,98043.96728,4576.03272,8.918403274
2020-03-22 00:00:00,BMW M2,55230,4,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,220920,196087.9346,24832.06544,44.96119037
2020-03-23 00:00:00,BMW 4 Series,48043,1,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,48043,49021.98364,-978.98364,-2.037723789
2020-03-23 00:00:00,BMW 1 Series,81009,5,Africa,Morocco,Dealership,Gasoline,49021.98364,Cash,405045,245109.9182,159935.0818,197.4287817
2020-03-24 00:00:00,BMW 6 Series,79630,5,Africa,Nigeria,Wholesale,Hybrid,35000,Bank Transfer,398150,175000,223150,280.2335803
2020-03-25 00:00:00,BMW 2 Series,70615,2,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,141230,98043.96728,43186.03272,61.15702431
2020-03-25 00:00:00,BMW i8,43319,1,Europe,Spain,Wholesale,Gasoline,40000,Bank Transfer,43319,40000,3319,7.661765045
2020-03-25 00:00:00,BMW X7,36393,5,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,181965,245109.9182,-63144.9182,-173.508417
2020-03-25 00:00:00,BMW 5 Series,107381,2,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,214762,98043.96728,116718.0327,108.6952373
2020-03-25 00:00:00,BMW i8,66131,4,South America,Argentina,Wholesale,Gasoline,42000,Bank Transfer,264524,168000,96524,145.9587788
2020-03-25 00:00:00,BMW i3,69384,3,Asia,Japan,Wholesale,Electric,49021.98364,Bank Transfer,208152,147065.9509,61086.04908,88.04054116
2020-03-26 00:00:00,BMW X6,53268,4,Africa,Morocco,Wholesale,Gasoline,58000,Bank Transfer,213072,232000,-18928,-35.53352857
2020-03-26 00:00:00,BMW iX,39642,4,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,158568,196087.9346,-37519.93456,-94.64692639
2020-03-27 00:00:00,BMW M2,33658,4,North America,Canada,Dealership,Gasoline,49021.98364,Cash,134632,196087.9346,-61455.93456,-182.5893831
2020-03-27 00:00:00,BMW i3,40796,4,Africa,Kenya,Dealership,Electric,49021.98364,Cash,163184,196087.9346,-32903.93456,-80.65480577
2020-03-28 00:00:00,BMW 3 Series,82289,3,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,246867,147065.9509,99801.04908,121.2811543
2020-03-28 00:00:00,BMW X1,53060,1,Europe,Spain,Wholesale,Gasoline,50000,Bank Transfer,53060,50000,3060,5.767056163
2020-03-28 00:00:00,BMW iX,91800,1,Europe,Italy,Wholesale,Gasoline,49021.98364,Bank Transfer,91800,49021.98364,42778.01636,46.59914636
2020-03-28 00:00:00,BMW 2 Series,52622,2,Africa,Egypt,Dealership,Gasoline,49021.98364,Cash,105244,98043.96728,7200.03272,13.68255239
2020-03-28 00:00:00,BMW 6 Series,43589,2,Asia,Thailand,Wholesale,Hybrid,50000,Bank Transfer,87178,100000,-12822,-29.41567827
2020-03-29 00:00:00,BMW X4,73255,5,Asia,Thailand,Wholesale,Gasoline,35000,Bank Transfer,366275,175000,191275,261.1084568
2020-03-30 00:00:00,BMW M3,44833,4,North America,Canada,Dealership,Gasoline,49021.98364,Cash,179332,196087.9346,-16755.93456,-37.37410961
2020-03-30 00:00:00,BMW 5 Series,87541,4,North America,Mexico,Wholesale,Gasoline,40000,Bank Transfer,350164,160000,190164,217.2284986
2020-03-30 00:00:00,BMW X3,88024,3,North America,United States,Wholesale,Hybrid,42000,Bank Transfer,264072,126000,138072,156.8572208
2020-03-30 00:00:00,BMW X7,94105,4,South America,Colombia,Wholesale,Gasoline,40000,Bank Transfer,376420,160000,216420,229.9771532
2020-03-30 00:00:00,BMW X3,51910,3,Africa,Morocco,Dealership,Hybrid,40000,Cash,155730,120000,35730,68.83066846
2020-03-31 00:00:00,BMW X7,109066,5,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,545330,245109.9182,300220.0818,275.2645937
2020-03-31 00:00:00,BMW M2,111664,2,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,223328,98043.96728,125284.0327,112.1973355
2020-04-01 00:00:00,BMW 5 Series,77324,2,South America,Colombia,Dealership,Gasoline,50000,Cash,154648,100000,54648,70.67404687
2020-04-01 00:00:00,BMW X1,77659,5,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,388295,245109.9182,143185.0818,184.3766747
2020-04-01 00:00:00,BMW 5 Series,38900,5,Europe,Germany,Wholesale,Gasoline,37084,Bank Transfer,194500,185420,9080,23.34190231
2020-04-01 00:00:00,BMW i3,107042,4,Asia,India,Dealership,Electric,60000,Cash,428168,240000,188168,175.7889427
2020-04-02 00:00:00,BMW Z4,95681,2,South America,Peru,Wholesale,Gasoline,49021.98364,Bank Transfer,191362,98043.96728,93318.03272,97.53036937
2020-04-02 00:00:00,BMW M4,54641,1,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,54641,49021.98364,5619.01636,10.2835167
2020-04-02 00:00:00,BMW M4,93670,5,Asia,Japan,Dealership,Gasoline,70000,Cash,468350,350000,118350,126.3478168
2020-04-03 00:00:00,BMW X7,66833,2,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,133666,98043.96728,35622.03272,53.30006542
2020-04-03 00:00:00,BMW X7,69579,2,South America,Colombia,Dealership,Gasoline,35000,Cash,139158,70000,69158,99.39493238
2020-04-04 00:00:00,BMW i4,60311,3,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,180933,147065.9509,33867.04908,56.15401681
2020-04-04 00:00:00,BMW X4,109486,2,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,218972,98043.96728,120928.0327,110.4506811
2020-04-05 00:00:00,BMW 4 Series,108730,5,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,543650,245109.9182,298540.0818,274.5701111
2020-04-06 00:00:00,BMW M8,73997,4,South America,Colombia,Dealership,Gasoline,40000,Cash,295988,160000,135988,183.7750179
2020-04-07 00:00:00,BMW X2,52612,2,Asia,South Korea,Dealership,Gasoline,49021.98364,Cash,105224,98043.96728,7180.03272,13.6471389
2020-04-07 00:00:00,BMW iX3,56564,1,Asia,South Korea,Wholesale,Gasoline,42000,Bank Transfer,56564,42000,14564,25.74782547
2020-04-08 00:00:00,BMW X2,119767,5,North America,Mexico,Dealership,Gasoline,49021.98364,Cash,598835,245109.9182,353725.0818,295.3443618
2020-04-08 00:00:00,BMW X6,44819,4,South America,Chile,Dealership,Gasoline,49021.98364,Cash,179276,196087.9346,-16811.93456,-37.51073107
2020-04-09 00:00:00,BMW 4 Series,47127,4,Asia,Thailand,Wholesale,Gasoline,49021.98364,Bank Transfer,188508,196087.9346,-7579.93456,-16.08405916
2020-04-09 00:00:00,BMW 1 Series,61308,5,Africa,South Africa,Wholesale,Gasoline,70000,Bank Transfer,306540,350000,-43460,-70.88797547
2020-04-09 00:00:00,BMW X1,100114,4,Asia,China,Dealership,Gasoline,49021.98364,Cash,400456,196087.9346,204368.0654,204.1353511
2020-04-10 00:00:00,BMW 7 Series,73346,1,Europe,United Kingdom,Wholesale,Gasoline,37000,Bank Transfer,73346,37000,36346,49.55416792
2020-04-10 00:00:00,BMW X7,30247,2,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,60494,98043.96728,-37549.96728,-124.1444351
2020-04-10 00:00:00,BMW M5,114597,5,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,572985,245109.9182,327875.0818,286.1114006
2020-04-10 00:00:00,BMW M4,82483,2,South America,Peru,Wholesale,Gasoline,49021.98364,Bank Transfer,164966,98043.96728,66922.03272,81.13433401
2020-04-10 00:00:00,BMW 6 Series,75856,2,Europe,France,Wholesale,Hybrid,49021.98364,Bank Transfer,151712,98043.96728,53668.03272,70.74988494
2020-04-10 00:00:00,BMW X2,74651,4,North America,Canada,Dealership,Gasoline,34707,Cash,298604,138828,159776,214.0306225
2020-04-11 00:00:00,BMW 7 Series,58134,5,South America,Brazil,Dealership,Gasoline,49021.98364,Cash,290670,245109.9182,45560.0818,78.3708016
2020-04-12 00:00:00,BMW 4 Series,41718,2,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,83436,98043.96728,-14607.96728,-35.01598178
2020-04-12 00:00:00,BMW Z4,40327,3,South America,Brazil,Wholesale,Gasoline,45000,Bank Transfer,120981,135000,-14019,-34.76330994
2020-04-13 00:00:00,BMW i3,101473,1,Asia,Thailand,Dealership,Electric,49021.98364,Cash,101473,49021.98364,52451.01636,51.68962814
2020-04-14 00:00:00,BMW X7,74550,4,South America,Colombia,Wholesale,Gasoline,49021.98364,Bank Transfer,298200,196087.9346,102112.0654,136.9712481
2020-04-14 00:00:00,BMW 8 Series,76647,5,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,383235,245109.9182,138125.0818,180.2093778
2020-04-15 00:00:00,BMW i3,37045,5,Europe,Italy,Wholesale,Electric,45000,Bank Transfer,185225,225000,-39775,-107.3694156
2020-04-15 00:00:00,BMW 7 Series,98326,4,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,393304,196087.9346,197216.0654,200.5736687
2020-04-16 00:00:00,BMW 8 Series,68718,2,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,137436,98043.96728,39392.03272,57.32418394
2020-04-17 00:00:00,BMW 2 Series,34843,4,Asia,Thailand,Wholesale,Gasoline,60000,Bank Transfer,139372,240000,-100628,-288.8040639
2020-04-17 00:00:00,BMW i4,83164,5,North America,United States,Dealership,Gasoline,55000,Cash,415820,275000,140820,169.3280746
2020-04-18 00:00:00,BMW X4,96937,3,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,290811,147065.9509,143745.0491,148.2870824
2020-04-18 00:00:00,BMW 5 Series,37297,2,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,74594,98043.96728,-23449.96728,-62.87360184
2020-04-19 00:00:00,BMW M8,46860,4,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,187440,196087.9346,-8647.93456,-18.45483261
2020-04-19 00:00:00,BMW X7,71274,5,Asia,South Korea,Wholesale,Gasoline,50000,Bank Transfer,356370,250000,106370,149.2409574
2020-04-19 00:00:00,BMW Z4,54318,5,South America,Chile,Wholesale,Gasoline,40000,Bank Transfer,271590,200000,71590,131.7979307
2020-04-19 00:00:00,BMW X4,59301,5,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,296505,245109.9182,51395.0818,86.66815366
2020-04-20 00:00:00,BMW M5,46791,3,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,140373,147065.9509,-6692.95092,-14.30392793
2020-04-20 00:00:00,BMW iX3,48456,2,North America,United States,Wholesale,Gasoline,35000,Bank Transfer,96912,70000,26912,55.53904573
2020-04-20 00:00:00,BMW M5,99503,4,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,398012,196087.9346,201924.0654,202.9326407
2020-04-20 00:00:00,BMW X5,116673,2,Asia,Thailand,Dealership,Diesel,49021.98364,Cash,233346,98043.96728,135302.0327,115.9668756
2020-04-21 00:00:00,BMW X1,52247,5,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,261235,245109.9182,16125.0818,30.86317262
2020-04-21 00:00:00,BMW 5 Series,82384,3,Asia,China,Wholesale,Gasoline,35000,Bank Transfer,247152,105000,142152,172.5480676
2020-04-22 00:00:00,BMW 1 Series,33423,3,North America,Canada,Dealership,Gasoline,40000,Cash,100269,120000,-19731,-59.03419801
2020-04-22 00:00:00,BMW 7 Series,103541,5,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,517705,245109.9182,272595.0818,263.2725991
2020-04-22 00:00:00,BMW iX3,80581,2,South America,Peru,Dealership,Gasoline,49021.98364,Cash,161162,98043.96728,63118.03272,78.32867887
2020-04-23 00:00:00,BMW M2,97868,2,Europe,United Kingdom,Wholesale,Gasoline,49021.98364,Bank Transfer,195736,98043.96728,97692.03272,99.82019937
2020-04-24 00:00:00,BMW M3,82838,3,Europe,Italy,Dealership,Gasoline,55000,Cash,248514,165000,83514,100.8160506
2020-04-24 00:00:00,BMW X5,41311,1,South America,Chile,Wholesale,Diesel,70000,Bank Transfer,41311,70000,-28689,-69.44639442
2020-04-25 00:00:00,BMW iX,74293,3,Africa,Egypt,Dealership,Gasoline,42000,Cash,222879,126000,96879,130.4012491
2020-04-26 00:00:00,BMW 3 Series,101102,3,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,303306,147065.9509,156240.0491,154.5370508
2020-04-26 00:00:00,BMW X4,76705,4,Europe,France,Wholesale,Gasoline,55000,Bank Transfer,306820,220000,86820,113.1868848
2020-04-26 00:00:00,BMW X5,69827,3,North America,Canada,Dealership,Diesel,45000,Cash,209481,135000,74481,106.6650436
2020-04-27 00:00:00,BMW 2 Series,61708,1,North America,Canada,Dealership,Gasoline,49021.98364,Cash,61708,49021.98364,12686.01636,20.55813891
2020-04-27 00:00:00,BMW 3 Series,33328,3,South America,Colombia,Wholesale,Gasoline,70000,Bank Transfer,99984,210000,-110016,-330.1008161
2020-04-27 00:00:00,BMW X2,97393,2,Europe,France,Dealership,Gasoline,49021.98364,Cash,194786,98043.96728,96742.03272,99.33160773
2020-04-27 00:00:00,BMW M8,46006,4,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,184024,196087.9346,-12063.93456,-26.22252437
2020-04-27 00:00:00,BMW X4,114114,4,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,456456,196087.9346,260368.0654,228.164875
2020-04-28 00:00:00,BMW iX3,119749,3,Asia,India,Wholesale,Gasoline,40111,Bank Transfer,359247,120333,238914,199.5123133
2020-04-28 00:00:00,BMW X1,53434,4,Europe,Italy,Wholesale,Gasoline,49021.98364,Bank Transfer,213736,196087.9346,17648.06544,33.02778276
2020-04-28 00:00:00,BMW M3,90359,4,South America,Colombia,Wholesale,Gasoline,34152,Bank Transfer,361436,136608,224828,248.816388
2020-04-28 00:00:00,BMW iX3,46608,3,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,139824,147065.9509,-7241.95092,-15.53799974
2020-04-28 00:00:00,BMW X6,76233,1,North America,United States,Wholesale,Gasoline,33016,Bank Transfer,76233,33016,43217,56.69067202
2020-04-30 00:00:00,BMW 6 Series,30715,3,Europe,Germany,Dealership,Hybrid,58000,Cash,92145,174000,-81855,-266.4984535
2020-04-30 00:00:00,BMW 8 Series,46328,2,Asia,South Korea,Wholesale,Gasoline,45000,Bank Transfer,92656,90000,2656,5.733034018
2020-05-01 00:00:00,BMW M8,94802,5,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,474010,245109.9182,228900.0818,241.4506886
2020-05-02 00:00:00,BMW X4,79214,1,Europe,Germany,Dealership,Gasoline,49021.98364,Cash,79214,49021.98364,30192.01636,38.11449537
2020-05-02 00:00:00,BMW 5 Series,76978,3,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,230934,147065.9509,83868.04908,108.950673
2020-05-02 00:00:00,BMW M3,38203,1,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,38203,49021.98364,-10818.98364,-28.31972264
2020-05-03 00:00:00,BMW i4,78311,5,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,391555,245109.9182,146445.0818,187.0044844
2020-05-04 00:00:00,BMW M5,89867,4,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,359468,196087.9346,163380.0654,181.8020691
2020-05-04 00:00:00,BMW 8 Series,98956,4,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,395824,196087.9346,199736.0654,201.8433096
2020-05-05 00:00:00,BMW X5,58436,5,Asia,China,Wholesale,Diesel,50000,Bank Transfer,292180,250000,42180,72.18153193
2020-05-05 00:00:00,BMW 8 Series,45290,4,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,181160,196087.9346,-14927.93456,-32.96077403
2020-05-05 00:00:00,BMW 1 Series,74959,1,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,74959,49021.98364,25937.01636,34.60160402
2020-05-06 00:00:00,BMW Z4,47085,4,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,188340,196087.9346,-7747.93456,-16.45520773
2020-05-06 00:00:00,BMW X5,83001,5,Africa,Egypt,Wholesale,Diesel,50000,Bank Transfer,415005,250000,165005,198.7988097
2020-05-06 00:00:00,BMW 7 Series,109258,5,Europe,Spain,Wholesale,Gasoline,45000,Bank Transfer,546290,225000,321290,294.0654231
2020-05-07 00:00:00,BMW 4 Series,118052,5,North America,United States,Wholesale,Gasoline,60000,Bank Transfer,590260,300000,290260,245.8746993
2020-05-07 00:00:00,BMW X1,32042,2,South America,Colombia,Wholesale,Gasoline,49021.98364,Bank Transfer,64084,98043.96728,-33959.96728,-105.9857914
2020-05-07 00:00:00,BMW Z4,103563,1,Africa,Morocco,Dealership,Gasoline,58000,Cash,103563,58000,45563,43.99544239
2020-05-07 00:00:00,BMW 1 Series,34554,5,Asia,China,Wholesale,Gasoline,45000,Bank Transfer,172770,225000,-52230,-151.1547144
2020-05-08 00:00:00,BMW 3 Series,91305,1,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,91305,49021.98364,42283.01636,46.30963952
2020-05-08 00:00:00,BMW M4,91797,2,South America,Colombia,Dealership,Gasoline,49021.98364,Cash,183594,98043.96728,85550.03272,93.19480236
2020-05-08 00:00:00,BMW M8,109870,1,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,109870,49021.98364,60848.01636,55.38182976
2020-05-09 00:00:00,BMW 6 Series,48223,3,Africa,Egypt,Dealership,Hybrid,49021.98364,Cash,144669,147065.9509,-2396.95092,-4.970555378
2020-05-09 00:00:00,BMW M2,75411,2,South America,Chile,Dealership,Gasoline,60000,Cash,150822,120000,30822,40.87202132
2020-05-10 00:00:00,BMW 1 Series,78846,2,Africa,Nigeria,Wholesale,Gasoline,35000,Bank Transfer,157692,70000,87692,111.219339
2020-05-10 00:00:00,BMW X1,103206,4,Africa,Kenya,Dealership,Gasoline,31375,Cash,412824,125500,287324,278.3985427
2020-05-10 00:00:00,BMW M2,64261,5,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,321305,245109.9182,76195.0818,118.5712669
2020-05-11 00:00:00,BMW 2 Series,77672,2,North America,United States,Wholesale,Gasoline,70000,Bank Transfer,155344,140000,15344,19.75486662
2020-05-12 00:00:00,BMW X3,104363,1,South America,Colombia,Wholesale,Hybrid,70000,Bank Transfer,104363,70000,34363,32.92642028
2020-05-12 00:00:00,BMW M2,86994,3,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,260982,147065.9509,113916.0491,130.9470183
2020-05-12 00:00:00,BMW 3 Series,110774,1,Africa,South Africa,Dealership,Gasoline,55000,Cash,110774,55000,55774,50.34935996
2020-05-12 00:00:00,BMW M3,44628,1,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,44628,49021.98364,-4393.98364,-9.845800036
2020-05-13 00:00:00,BMW i3,71787,3,Europe,Italy,Wholesale,Electric,49021.98364,Bank Transfer,215361,147065.9509,68295.04908,95.13567788
2020-05-13 00:00:00,BMW 8 Series,66232,4,Africa,Nigeria,Wholesale,Gasoline,49021.98364,Bank Transfer,264928,196087.9346,68840.06544,103.9377724
2020-05-13 00:00:00,BMW X6,116700,5,Europe,Spain,Wholesale,Gasoline,42000,Bank Transfer,583500,210000,373500,320.0514139
2020-05-14 00:00:00,BMW X1,93073,2,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,186146,98043.96728,88102.03272,94.65906624
2020-05-15 00:00:00,BMW iX3,90598,5,Africa,Egypt,Wholesale,Gasoline,49021.98364,Bank Transfer,452990,245109.9182,207880.0818,229.4532791
2020-05-15 00:00:00,BMW M3,43416,4,South America,Chile,Wholesale,Gasoline,35000,Bank Transfer,173664,140000,33664,77.53823475
2020-05-16 00:00:00,BMW 8 Series,111456,3,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,334368,147065.9509,187302.0491,168.0502163
2020-05-16 00:00:00,BMW i3,43269,5,Asia,Japan,Dealership,Electric,49021.98364,Cash,216345,245109.9182,-28764.9182,-66.47927662
2020-05-17 00:00:00,BMW X5,57571,1,Asia,Japan,Dealership,Diesel,49021.98364,Cash,57571,49021.98364,8549.01636,14.84951861
2020-05-17 00:00:00,BMW X3,32018,2,Africa,Egypt,Dealership,Hybrid,45639,Cash,64036,91278,-27242,-85.08339059
2020-05-17 00:00:00,BMW X4,106340,2,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,212680,98043.96728,114636.0327,107.8014225
